Species,Genus,Family,Population,Longitude,Latitude,Average Female adult weight (g),SD Female adult weight (g),Sample Size Female adult weight,Mean F SVL adults (mm),SD F SVL adults (mm),Sample size Mean F SVL adults,F SVL at maturity (mm),Offspring SVL (mm),Mean Clutch Size,Sample size Clutch Size.,Mode of reproduction,Clutches per year,Clutch Frequency,RCM,Foraging Mode,Distribution,Prefered Habitat Type,Source
Zootoca vivipara,Zootoca,Lacertidae,Winsley,-2.29,51.35,NA,NA,NA,57.6,NA,NA,48,NA,7.74,NA,Viviparous,1,1,0.4,Sit and wait,Temperate,Terrestrial,"(Avery 1975a, b)"
Leiocephalus barahonensis,Leiocephalus,Leiocephalidae,Dominican Republic,-70.16,18.74,NA,NA,NA,53.94,NA,NA,47.8,40,2.06,18,Oviparous,NA,1,NA,Sit and wait,Tropical,Saxicolous,(Gifford and Powell 2007)
Leiocephalus carinatus,Leiocephalus,Leiocephalidae,Palm Beach,-80.04,26.71,NA,NA,NA,84.6,NA,NA,71.3,38.9,4.1,47,Oviparous,2,2,NA,Sit and wait,Temperate,Terrestrial,(Meshaka Jr. et al. 2006)
Leiocephalus lunatus,Leiocephalus,Leiocephalidae,Dominican Republic,-70.16,18.74,NA,NA,NA,51.08,NA,NA,46.5,41,1.6,10,Oviparous,NA,1,NA,Sit and wait,Tropical,Saxicolous,(Gifford and Powell 2007)
Leiocephalus personatus,Leiocephalus,Leiocephalidae,Dominican Republic,-70.16,18.74,NA,NA,NA,48.85,NA,NA,42.5,39,2,18,Oviparous,NA,1,NA,Sit and wait,Tropical,Saxicolous,(Gifford and Powell 2007)
Leiocephalus psammodromus,Leiocephalus,Leiocephalidae,"Caicos Islands, Pine Cay",-72.09,21.89,NA,NA,NA,74.9,NA,NA,65,31,1.72,42,Oviparous,2,2,NA,Sit and wait,Tropical,Saxicolous,"(Smith 1992, Smith and Iverson 1993)"
Leiocephalus schreibersii,Leiocephalus,Leiocephalidae,Dominican Republic,-70.16,18.74,NA,NA,NA,60.61,NA,NA,51.4,45,2.47,17,Oviparous,NA,1,NA,Sit and wait,Tropical,Saxicolous,(Gifford and Powell 2007)
Leiocephalus semilineatus,Leiocephalus,Leiocephalidae,Dominican Republic,-70.16,18.74,NA,NA,NA,42.69,NA,NA,38,36.36,1.78,21,Oviparous,NA,1,NA,Sit and wait,Tropical,Saxicolous,(Gifford and Powell 2007)
Leiocephalus stictigaster,Leiocephalus,Leiocephalidae,"Peninsula de Guanahacabibes, Cuba",-84.4,21.9,NA,NA,NA,54.7,NA,NA,48.4,24.1,1.33,3,Oviparous,NA,NA,NA,Sit and wait,Tropical,Terrestrial,(Martinez Reyes et al. 1990)
Enyalius bibronii,Enyalius,Leiosauridae,"Catimbau, 2013",-37.25,-8.59,33.83,6.14,9,108.187,4.37,9,103.82,65.32,6.833,6,Oviparous,1,1,NA,Sit and wait,Tropical,Arboreal,Present work
Enyalius bibronii,Enyalius,Leiosauridae,"Raso da Catarina, 2012",-38.67,-9.67,35.214,6.62,14,102.742,6.4,14,85.84,44.76,7.643,14,Oviparous,1,1,0.152,Sit and wait,Tropical,Arboreal,Present work
Enyalius brasiliensis,Enyalius,Leiosauridae,Ilha Grande,-44.23,-23.15,NA,NA,NA,81.25,NA,NA,NA,NA,7.5,2,Oviparous,1,1,NA,Active,Tropical,Terrestrial,(Van Sluys et al. 2004)
Enyalius leechii,Enyalius,Leiosauridae,"Altamira, 1987",-52.21,-3.2,45.2,2,6,104.4,1.7,6,NA,NA,12.3,6,Oviparous,1,1,NA,Active,Tropical,Arboreal,(Vitt et al. 1996)
Enyalius leechii,Enyalius,Leiosauridae,"Cemex, Para, 95",-54.83,-3.15,45.2,3.96,4,105.5,6.66,4,100,56,13,4,Oviparous,1,1,NA,Sit and wait,Tropical,Terrestrial,Present work
Liolaemus bitaeniatus,Liolaemus,Liolaemidae,"Salta, Argentina",-65.41,-24.78,NA,NA,NA,NA,NA,NA,46.1,NA,6.48,26,Oviparous,NA,NA,NA,Sit and wait,Temperate,Terrestrial,(Ramirez-Pinilla 1995)
Liolaemus chacoensis,Liolaemus,Liolaemidae,"Salta, Argentina",-65.41,-24.78,NA,NA,NA,44.5,NA,NA,38,32,6.07,29,Oviparous,2,2,NA,Sit and wait,Temperate,Saxicolous,(Cruz and RamÆrez Pinilla 1996)
Liolaemus crepuscularis,Liolaemus,Liolaemidae,Puesto Flores,-66.38,-27.68,NA,NA,NA,53.6,NA,NA,NA,NA,4.5,11,Oviparous,NA,NA,NA,Sit and wait,Temperate,Arboreal,(Semhan et al. 2013)
Liolaemus darwinii,Liolaemus,Liolaemidae,Amaicha del vale,-65.92,-26.59,NA,NA,NA,57.53,NA,NA,49,NA,5.2,5,Oviparous,1,1,NA,Sit and wait,Temperate,Arboreal,(Ramirez-Pinilla 1992)
Liolaemus darwinii,Liolaemus,Liolaemidae,Tucuman,-65.22,-26.81,NA,NA,NA,52.2,NA,NA,45,NA,5,12,Oviparous,1,1,NA,Sit and wait,Temperate,Arboreal,(Ramirez-Pinilla 1992)
Liolaemus gracilis,Liolaemus,Liolaemidae,Buenos Aires,-58.38,-34.6,NA,NA,NA,48.9,NA,NA,43.8,NA,4.75,4,Oviparous,NA,NA,NA,Sit and wait,Temperate,Terrestrial,(Vega and Bellagamba 2005)
Liolaemus huacahuasicus,Liolaemus,Liolaemidae,Tucuman,-65.22,-26.81,NA,NA,NA,58.13,NA,NA,48,30.1,5.35,17,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Ramirez-Pinilla 1991b)
Liolaemus koslowskyi,Liolaemus,Liolaemidae,"Catamarca, Argentina",-65.78,-28.47,NA,NA,NA,55.31,NA,NA,45,40,4.2,16,Oviparous,2,2,NA,Sit and wait,Temperate,Terrestrial,(Aun and Martori 1998)
Liolaemus koslowskyi,Liolaemus,Liolaemidae,"Anillaco, Argentina",-66.95,-28.8,NA,NA,NA,55.48,NA,NA,47,30,5.57,NA,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Martori and Aun 2010)
Liolaemus lutzae,Liolaemus,Liolaemidae,Barra de Marica,-42.93,-22.95,6.07,NA,NA,60,NA,NA,51.5,28.2,2.48,52,Oviparous,3,2,NA,Sit and wait,Tropical,Terrestrial,"(Rocha 1990, Rocha 1992)"
Liolaemus lutzae,Liolaemus,Liolaemidae,Barra de Marica,-42.77,-22.95,NA,NA,NA,56.8,NA,NA,51.5,28,2.27,84,Oviparous,3,2,NA,Sit and wait,Tropical,Terrestrial,"(Ara£jo 1991, Rocha 1992)"
Liolaemus multiformis,Liolaemus,Liolaemidae,"Moquegua,Peru",-70.93,-17.19,NA,NA,NA,80.6,NA,NA,69,28,5.8,NA,Viviparous,1,1,NA,Sit and wait,Tropical,Terrestrial,(Pearson 1954)
Liolaemus multimaculatus,Liolaemus,Liolaemidae,Buenos Aires,-58.38,-34.6,NA,NA,NA,54.6,NA,NA,48.2,26.7,4.2,10,Oviparous,2,2,NA,Sit and wait,Temperate,Terrestrial,(Vega 1997)
Liolaemus pictus,Liolaemus,Liolaemidae,Melipal beach by the lake Nahuel Huapi,-71.35,-41.13,NA,NA,NA,56.56,NA,NA,51.7,24.8,4.5,22,Viviparous,0.5,0.5,NA,Sit and wait,Temperate,Arboreal,(GutiÄrrez et al. 2013)
Liolaemus pictus,Liolaemus,Liolaemidae,"San Carlos de Bariloche, Province of Rio Negro",-71.3,-41.27,NA,NA,NA,55.05,NA,NA,50.4,23.5,4.5,22,Viviparous,0.5,0.5,NA,Sit and wait,Temperate,Arboreal,(GutiÄrrez et al. 2013)
Liolaemus pictus,Liolaemus,Liolaemidae,Nahuel Huapi Lake,-71.31,-41.11,NA,NA,NA,62,NA,NA,49,41,4.08,12,Viviparous,0.5,0.5,NA,Sit and wait,Temperate,Arboreal,(Ibarguengoytia and Cussac 1996)
Liolaemus scapularis,Liolaemus,Liolaemidae,"Salta, Argentina",-65.41,-24.78,NA,NA,NA,57,NA,NA,45.3,NA,4.3,16,Oviparous,2,2,NA,Sit and wait,Temperate,Terrestrial,(Ramirez-Pinilla 1994)
Liolaemus wiegmannii,Liolaemus,Liolaemidae,"Cordoba, Argentina",-64.18,-31.4,NA,NA,NA,48.4,NA,NA,42.7,NA,5.4,59,Oviparous,2,2,NA,Sit and wait,Temperate,Terrestrial,(Martori and Aun 1997)
Liolaemus wiegmannii,Liolaemus,Liolaemidae,"Sierras de Medina, Tucuman",-65.11,-26.46,NA,NA,NA,47.4,NA,NA,40.2,NA,4.59,NA,Oviparous,NA,NA,NA,Sit and wait,Temperate,Terrestrial,(Ramirez-Pinilla 1991a)
Phymaturus palluma,Phymaturus,Liolaemidae,"San Juan, Argentina",-68.52,-31.53,NA,NA,NA,95.3,NA,NA,82.42,51.3,1.5,4,Viviparous,0.75,0.75,NA,Sit and wait,Temperate,Saxicolous,(Cartes et al. 2010)
Phymaturus patagonicus,Phymaturus,Liolaemidae,"Neuquen, Argentina",-68.06,-38.95,NA,NA,NA,80,NA,NA,85,44,2,13,Viviparous,0.5,0.5,NA,Sit and wait,Temperate,Saxicolous,(IbargƒengoytÆa 2004)
Oplurus cuvieri cuvieri,Oplurus,Opluridae,Madagascar,46.87,-18.77,79.6,NA,NA,138,NA,NA,120,42,3.5,NA,Oviparous,1,1,0.204,Sit and wait,Tropical,Arboreal,"(Randriamahazo 2000, Randriamahazo and Mori 2001)"
Callisaurus draconoides,Callisaurus,Phrynosomatidae,"USA, 1962-1964",-116.03,35.88,12.3,2.61,54,75.48,4.678,54,65,35,3.94,128,Oviparous,NA,1,0.129,Sit and wait,Temperate,Terrestrial,(Pianka and Parker 1972)
Callisaurus draconoides,Callisaurus,Phrynosomatidae,"USA-C, 1962-1964",-111.93,33.13,10.9,3.68,30,73,9.92,30,65,35,4.6,10,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka and Parker 1972)
Callisaurus draconoides,Callisaurus,Phrynosomatidae,"USA-G, 1962-1964",-117.98,38.8,11.6,NA,1,72,NA,1,65,35,6,1,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka and Parker 1972)
Callisaurus draconoides,Callisaurus,Phrynosomatidae,"USA-L, 1962-1964",-118.55,40.2,12.2,2.5,7,74.3,4.56,7,65,35,5,1,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka and Parker 1972)
Callisaurus draconoides,Callisaurus,Phrynosomatidae,"USA-M, 1962-1964",-118.15,35.1,11.5,4.734,15,73,11.66,15,65,35,2.6667,3,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka and Parker 1972)
Callisaurus draconoides,Callisaurus,Phrynosomatidae,"USA-P, 1962-1964",-116.23,36.3,10.63,3.188,14,74.2,8.43,14,65,35,3.2,5,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka and Parker 1972)
Callisaurus draconoides,Callisaurus,Phrynosomatidae,"USA-T, 1962-1964",-118.3,36.6,10,3.294,23,73.1,5.89,23,65,35,4,9,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka and Parker 1972)
Callisaurus draconoides,Callisaurus,Phrynosomatidae,"USA-V, 1962-1964",-117.25,37.08,10.52,3.18,34,73.8,5.95,34,65,35,3.5,4,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka and Parker 1972)
Callisaurus draconoides,Callisaurus,Phrynosomatidae,"USA-W, 1962-1964",-113.55,34.7,12.03,1.11,7,76.7,1.58,7,65,35,3,1,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka and Parker 1972)
Calotes nemoricola,Calotes,Phrynosomatidae,"Tirupati, India",79.42,13.63,NA,NA,NA,98.3,NA,NA,64,25.2,13.3,NA,Oviparous,NA,NA,NA,Sit and wait,Tropical,Arboreal,(Rao and Rajabi 1972)
Calotes versicolor,Calotes,Phrynosomatidae,"Rajputana, Bombay",74.43,23.56,NA,NA,NA,NA,NA,NA,100,NA,15,NA,Oviparous,NA,2,NA,Sit and wait,Tropical,Terrestrial,(Asana 1931)
Cophosaurus texanus,Cophosaurus,Phrynosomatidae,"San Angelo, Texas",-100.44,31.46,NA,NA,NA,60,NA,NA,50,22,6.1,NA,Oviparous,3,2,0.218,Sit and wait,Temperate,Saxicolous,(Ballinger et al. 1972)
Holbrookia maculata,Holbrookia,Phrynosomatidae,"Arthur, Nebraska",-101.69,41.57,NA,NA,NA,49.8,NA,NA,42.5,NA,3.5,NA,Oviparous,2,2,0.184,Sit and wait,Temperate,Terrestrial,(Droge et al. 1982)
Holbrookia maculata,Holbrookia,Phrynosomatidae,Southern Texas,-102.07,31.99,NA,NA,NA,54,NA,NA,45,NA,6.1,NA,Oviparous,NA,2,NA,Sit and wait,Temperate,Terrestrial,(Tinkle et al. 1970)
Holbrookia propinqua,Holbrookia,Phrynosomatidae,"USA, 1962-1964",-97.17917,26.22917,4.53,0.255,8,52.25,2.525,6,49,NA,2.75,8,Oviparous,NA,1,0.1445,Sit and wait,Temperate,Terrestrial,Present work
Phrynosoma cornutum,Phrynosoma,Phrynosomatidae,"San Angelo, Texas",-100.44,31.46,NA,NA,NA,87.7,NA,NA,70,NA,29,NA,Oviparous,1,1,0.31,Sit and wait,Temperate,Terrestrial,(Ballinger 1974)
Phrynosoma platyrhinos,Phrynosoma,Phrynosomatidae,"USA, 1962-1964",-116.26,36.95,22.7,5.72,17,81.7,2.23,17,70,31,6.6,17,Oviparous,NA,1,0.202,Sit and wait,Temperate,Terrestrial,(Pianka and Parker 1975)
Phrynosoma platyrhinos,Phrynosoma,Phrynosomatidae,"USA-C, 1962-1964",-111.93,33.13,20.1,6.25,7,79.3,6.96,7,70,31,8.25,4,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka and Parker 1975)
Phrynosoma platyrhinos,Phrynosoma,Phrynosomatidae,"USA-G, 1962-1964",-117.98,38.8,19.35,2.117,6,78.83,3.023,6,70,31,5,1,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka and Parker 1975)
Phrynosoma platyrhinos,Phrynosoma,Phrynosomatidae,"USA-L, 1962-1964",-118.55,40.2,12.4,2.96,23,67.9,6.75,23,70,31,4,1,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka and Parker 1975)
Phrynosoma platyrhinos,Phrynosoma,Phrynosomatidae,"USA-M, 1962-1964",-118.15,35.1,14.945,5.495,20,68.7,8.57,20,70,31,8,1,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka and Parker 1975)
Phrynosoma platyrhinos,Phrynosoma,Phrynosomatidae,"USA-N, 1962-1964",-115.83,42.2,22.6,NA,1,80,NA,1,70,31,6,1,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka and Parker 1975)
Phrynosoma platyrhinos,Phrynosoma,Phrynosomatidae,"USA-P, 1962-1964",-116.23,36.3,25,NA,1,87,NA,1,70,31,6,1,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka and Parker 1975)
Phrynosoma platyrhinos,Phrynosoma,Phrynosomatidae,"USA-S, 1962-1964",-114.85,35.3,21.5,4.22,4,68,19.14,4,70,31,6.6667,3,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka and Parker 1975)
Phrynosoma platyrhinos,Phrynosoma,Phrynosomatidae,"USA-T, 1962-1964",-118.3,36.6,19.2,11.265,4,67.5,39.1,4,70,31,6.3333,3,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka and Parker 1975)
Phrynosoma platyrhinos,Phrynosoma,Phrynosomatidae,"USA-V, 1962-1964",-117.25,37.08,20.9,7.165,5,82.2,8.01,5,70,31,6,1,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka and Parker 1975)
Phrynosoma platyrhinos,Phrynosoma,Phrynosomatidae,"USA-W, 1962-1964",-113.55,34.7,14.4,NA,1,71,NA,1,70,31,2,1,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka and Parker 1975)
Sceloporus clarki,Sceloporus,Phrynosomatidae,"Sunflower, Maricopa ",-111.47,33.86,NA,NA,NA,100.5,NA,NA,90,NA,19.1,NA,Oviparous,1,2,NA,Sit and wait,Temperate,Arboreal,(Tinkle and Dunhan 1986)
Sceloporus cyanogenys,Sceloporus,Phrynosomatidae,"Webb County, texas",-99.01,27.82,NA,NA,NA,106,NA,NA,88,29.6,13,NA,Viviparous,1,1,NA,Sit and wait,Temperate,Saxicolous,(Hunsaker 1959)
Sceloporus formosus,Sceloporus,Phrynosomatidae,"Omiltemi, Mexico",-99.5,17.56,NA,NA,NA,65.43,NA,NA,51.5,28.6,6.04,27,Viviparous,1,1,NA,Sit and wait,Temperate,Saxicolous,(Ramirez-Pinilla et al. 2009)
Sceloporus graciosus,Sceloporus,Phrynosomatidae,Zion National Park,-112.99,37.2,NA,NA,NA,51.67,NA,NA,48.6,25.1,3.8,NA,Oviparous,2,2,0.16,Sit and wait,Temperate,Saxicolous,(Tinkle 1973)
Sceloporus grammicus,Sceloporus,Phrynosomatidae,"Parque nacional de zoquiapan, Mexico",-98.7,19.69,NA,NA,NA,48.5,NA,NA,42,NA,5.2,NA,Viviparous,1,1,NA,Sit and wait,Tropical,Arboreal,(Guillette and Casasandreu 1980)
Sceloporus jarrovi,Sceloporus,Phrynosomatidae,"Portal, Conchise",-109.14,31.91,NA,NA,NA,72.4,NA,NA,54,28.5,7.07,NA,Viviparous,1,1,NA,Sit and wait,Temperate,Saxicolous,(Ballinger 1973)
Sceloporus jarrovi,Sceloporus,Phrynosomatidae,"Portal, Conchise",-109.14,31.91,NA,NA,NA,77,NA,NA,65,28.5,8.4,NA,Viviparous,1,1,NA,Sit and wait,Temperate,Saxicolous,(Ballinger 1973)
Sceloporus jarrovi,Sceloporus,Phrynosomatidae,"Pinaleno Mountains, Arizona",-109.84,32.64,NA,NA,NA,72,NA,NA,54,30.7,5.6,NA,Viviparous,1,1,0.15,Sit and wait,Temperate,Saxicolous,(Ruby and Dunham 1984)
Sceloporus jarrovi,Sceloporus,Phrynosomatidae,Pinaleno Mountains,-109.84,32.64,NA,NA,NA,75.23,NA,NA,55,NA,6.75,NA,Viviparous,1,1,0.15,Sit and wait,Temperate,Saxicolous,(Tinkle and Hadley 1973)
Sceloporus jarrovi,Sceloporus,Phrynosomatidae,"USA, 1962-1964",-109.58,31,15.53,NA,NA,77.9,NA,NA,69,NA,6.75,NA,Viviparous,NA,1,0.1502,Sit and wait,Temperate,Saxicolous,(Tinkle 1973)
Sceloporus jarrovi,Sceloporus,Phrynosomatidae,"USA, 1962-1964",-109.58,31,15.53,NA,NA,77.9,NA,NA,69,NA,6.75,NA,Viviparous,NA,1,0.1502,Sit and wait,Temperate,Saxicolous,(Tinkle 1973)
Sceloporus magister,Sceloporus,Phrynosomatidae,Zion National Park,-112.99,37.2,NA,NA,NA,89,NA,NA,80,32,6.2,NA,Oviparous,2,2,0.19,Sit and wait,Temperate,Arboreal,"(Vitt and Ohmart 1974, Tinkle 1976)"
Sceloporus magister,Sceloporus,Phrynosomatidae,"USA, 1962-1964",-114.54,34.32,47.5,NA,NA,98.8,NA,NA,55,37,8.4,14,Oviparous,NA,1,0.207,Sit and wait,Temperate,Arboreal,"(Vitt and Ohmart 1974, Tinkle 1976)"
Sceloporus malachiticus,Sceloporus,Phrynosomatidae,"San Jose, Cartago",-83.92,9.86,NA,NA,NA,79.6,NA,NA,65,NA,6,NA,Viviparous,1,1,NA,Sit and wait,Tropical,Arboreal,(Marion and Sexton 1971)
Sceloporus merriami,Sceloporus,Phrynosomatidae,Big Bend National Park,-103.24,29.13,NA,NA,NA,50.22,NA,NA,43,22,4.51,NA,Oviparous,2,2,NA,Sit and wait,Temperate,Saxicolous,"(Dunham 1981, 1982)"
Sceloporus omiltemanus,Sceloporus,Phrynosomatidae,"Omiltemi, Mexico",-99.5,17.56,NA,NA,NA,83.08,NA,NA,61,28.6,6.26,13,Viviparous,1,1,NA,Sit and wait,Temperate,Saxicolous,(Ramirez-Pinilla et al. 2009)
Sceloporus poinsetti,Sceloporus,Phrynosomatidae,"Mertson, Mirion",-100.82,31.26,NA,NA,NA,104,NA,NA,86,32,10.4,NA,Viviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Ballinger 1973)
Sceloporus scalaris,Sceloporus,Phrynosomatidae,Chiricahua Mountains,-109.38,31.93,NA,NA,NA,51.3,NA,NA,47,NA,8.38,NA,Oviparous,1,1,0.39,Sit and wait,Temperate,Terrestrial,(Newlin 1976)
Sceloporus undulatus,Sceloporus,Phrynosomatidae,"Nebraska, Sandhills",-96.72,40.87,NA,NA,NA,54.5,NA,NA,45,NA,5.55,NA,Oviparous,2,2,0.33,Sit and wait,Temperate,Psammophilus,(Ballinger et al. 1981)
Sceloporus undulatus,Sceloporus,Phrynosomatidae,"Belvue, Kansas",-96.18,39.22,NA,NA,NA,57,NA,NA,47,NA,7,NA,Oviparous,2,2,0.28,Sit and wait,Temperate,Terrestrial,(Ferguson et al. 1980)
Sceloporus undulatus,Sceloporus,Phrynosomatidae,"Aiken, South Carolina",-81.72,33.56,NA,NA,NA,63,NA,NA,55,23,7.4,NA,Oviparous,3,2,0.23,Sit and wait,Temperate,Terrestrial,(Tinkle and Ballinger 1972)
Sceloporus undulatus,Sceloporus,Phrynosomatidae,"Hocking, Ohio",-82.48,39.49,NA,NA,NA,75,NA,NA,66,25,11.8,NA,Oviparous,2,2,0.25,Sit and wait,Temperate,Arboreal,(Tinkle and Ballinger 1972)
Sceloporus undulatus,Sceloporus,Phrynosomatidae,"Schleicher, Texas",-100.53,30.92,NA,NA,NA,57,NA,NA,47,22,9.5,NA,Oviparous,3,2,0.27,Sit and wait,Temperate,Arboreal,(Tinkle and Ballinger 1972)
Sceloporus undulatus,Sceloporus,Phrynosomatidae,"Washington, Utah",-113.51,37.13,NA,NA,NA,70,NA,NA,58,28,7.9,NA,Oviparous,2,2,0.23,Sit and wait,Temperate,Saxicolous,(Tinkle and Ballinger 1972)
Sceloporus undulatus,Sceloporus,Phrynosomatidae,"Sunflower, Maricopa ",-111.47,33.86,NA,NA,NA,64.7,NA,NA,60,27,8.3,NA,Oviparous,3,2,0.22,Sit and wait,Temperate,Terrestrial,(Tinkle and Dunhan 1986)
Sceloporus undulatus,Sceloporus,Phrynosomatidae,"Lordsburg, New Mexico",-108.71,32.35,NA,NA,NA,68.4,NA,NA,54,25,9.9,NA,Oviparous,4,2,0.211,Sit and wait,Temperate,Terrestrial,(Vinegar 1975b)
Sceloporus undulatus,Sceloporus,Phrynosomatidae,"Pinos Altos, New Mexico",-108.22,32.86,NA,NA,NA,63.3,NA,NA,53,NA,7.2,NA,Oviparous,2.5,2,0.211,Sit and wait,Temperate,Saxicolous,(Vinegar 1975b)
Sceloporus variabilis,Sceloporus,Phrynosomatidae,"Nicaragua, 1991, Momotombo, Chococente - dry forest",-86.1375,11.47917,5.5,1,3,55.2,1.15,3,45,40,6,2,Oviparous,1,1,0.237,Sit and wait,Tropical,Saxicolous,Present work
Sceloporus virgatus,Sceloporus,Phrynosomatidae,Chiricahua Mountains,-109.38,31.93,NA,NA,NA,48.2,NA,NA,47,21.5,9.5,NA,Oviparous,1,1,0.291,Sit and wait,Temperate,Saxicolous,(Vinegar 1975a)
Uma inornata,Uma,Phrynosomatidae,"Palm Springs, Riverside",-116.55,33.83,NA,NA,NA,81,NA,NA,NA,NA,2.5,NA,Oviparous,3,2,NA,Sit and wait,Temperate,Psammophilus,(Mayhew 1965)
Uma notata,Uma,Phrynosomatidae,"Clamis imperial county, California",-115.07,32.95,NA,NA,NA,76,NA,NA,64,NA,2.1,NA,Oviparous,2,2,NA,Sit and wait,Temperate,Psammophilus,(Mayhew 1966a)
Uma notata,Uma,Phrynosomatidae,"Clamis imperial county, California",-115.07,32.95,NA,NA,NA,83,NA,NA,70,NA,2.6,NA,Oviparous,2,2,NA,Sit and wait,Temperate,Psammophilus,(Mayhew 1966a)
Uma notata,Uma,Phrynosomatidae,"San Bernardino County, California",-117.27,34.1,NA,NA,NA,81,NA,NA,70,NA,2.5,NA,Oviparous,3,2,NA,Sit and wait,Temperate,Psammophilus,(Mayhew 1966b)
Uma scoparia,Uma,Phrynosomatidae,"San Bernardino County, California",-117.27,34.1,NA,NA,NA,83,NA,NA,NA,NA,2.6,NA,Oviparous,2,2,NA,Sit and wait,Temperate,Terrestrial,(Mayhew 1966b)
Uma scoparia,Uma,Phrynosomatidae,"USA, 1962-1964",-118.3,36.6,21.6,2.398,9,90.3,4.5,9,82,39,3.11,9,Oviparous,NA,1,0.1143,Sit and wait,Temperate,Terrestrial,(Pianka 1986)
Urosaurus graciosus,Urosaurus,Phrynosomatidae,"Yuma, Arizona",-114.63,32.69,NA,NA,NA,52.17,NA,NA,47,NA,5.3,NA,Oviparous,1.5,2,0.313,Sit and wait,Temperate,Arboreal,(Vitt et al. 1978)
Urosaurus graciosus,Urosaurus,Phrynosomatidae,"Sunflower, Maricopa ",-112.05,33.06,NA,NA,NA,51.8,NA,NA,44,NA,4.24,NA,Oviparous,2,2,NA,Sit and wait,Temperate,Arboreal,(Vitt et al. 1978)
Urosaurus graciosus,Urosaurus,Phrynosomatidae,"USA, 1962-1964",-114.59,34.81,3.45,NA,NA,52,NA,NA,44,33,3.6,5,Oviparous,NA,1,0.182178,Sit and wait,Temperate,Arboreal,(Vitt and Ohmart 1975)
Urosaurus ornatus,Urosaurus,Phrynosomatidae,"Animas, Hildalgo County, New Mexico",-108.81,31.95,NA,NA,NA,48.1,NA,NA,39,24.5,9,NA,Oviparous,1.5,2,0.4,Sit and wait,Temperate,Saxicolous,(Ballinger 1976)
Urosaurus ornatus,Urosaurus,Phrynosomatidae,Manicopa,-112.05,33.06,NA,NA,NA,50.6,NA,NA,45,NA,7.1,NA,Oviparous,2,2,0.36,Sit and wait,Temperate,Arboreal,"(Dunham 1982, Tinkle and Dunham 1983)"
Urosaurus ornatus,Urosaurus,Phrynosomatidae,"American Museum of Natural History, Portal, Arizona",-109.14,31.91,NA,NA,NA,49.3,NA,NA,40,21,9,NA,Oviparous,1.3,2,0.5,Sit and wait,Temperate,Arboreal,(Dunham 1982)
Urosaurus ornatus,Urosaurus,Phrynosomatidae,Big Bend National Park,-103.24,29.13,NA,NA,NA,48.4,NA,NA,41,21,4.7,NA,Oviparous,2,2,0.31,Sit and wait,Temperate,Saxicolous,(Dunham 1982)
Urosaurus ornatus,Urosaurus,Phrynosomatidae,Travis,-97,31.14,NA,NA,NA,47.8,NA,NA,39,21,5.36,NA,Oviparous,3.5,2,0.23,Sit and wait,Temperate,Arboreal,(Martin 1977)
Urosaurus ornatus,Urosaurus,Phrynosomatidae,"Tempe, Arizona",-111.94,33.43,NA,NA,NA,NA,NA,NA,45,NA,7.4,NA,Oviparous,2,2,0.21,Sit and wait,Temperate,Arboreal,(Sels and Vitt 1984)
Uta stansburiana,Uta,Phrynosomatidae,"Jefferson, Oregon",-123.01,44.72,NA,NA,NA,45.4,NA,NA,41,22,3.33,NA,Oviparous,1,2,0.231,Sit and wait,Temperate,Saxicolous,(Nussbaum and Diller 1976)
Uta stansburiana,Uta,Phrynosomatidae,"Kermit, Texas",-103.09,31.86,NA,NA,NA,48.9,NA,NA,42,22,3.9,NA,Oviparous,3,2,0.2,Sit and wait,Temperate,Psammophilus,(Tinkle 1967)
Uta stansburiana,Uta,Phrynosomatidae,"USA, 1962-1964",-116.26,36.95,3.9,0.77,54,49.04,3.06,54,41,21,3.56,119,Oviparous,NA,2,0.1586,Sit and wait,Temperate,Terrestrial,(Parker and Pianka 1975)
